objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,custom_button_url,image_thumb,image_alt_text,object_transcript
jameson_001,,"Application by Jameson, miner","Dee, Henry",1928-01-27,,"Between 1909 and 1927, Jameson worked on numerous gold and coal mines in Johannesburg, Witbank and Middelburg. In 1928, he applied to continue underground mine work. Unusually, he forwarded his application to the Government Native Labour Bureau through Anderson Chimbaza of the Nyasaland Native National Congress (NNNC). The NNNC had emerged in Johannesburg during 1918, protesting restrictions on the free movement of Malawian workers and their employment on the mines. Chimbaza was a former mine worker who deserted in 1904.",miner; Johannesburg; Witbank; Middelburg; Nyasaland Native National Congress (NNNC),"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/jameson_001.html,,,
kazembe_001,,"Interview with Square ""Danger"" Kazembe","Daimon, Anusa",2013-10-15,,,shopkeeper; miner; Chinhoyi; healing,"Trelawney, Zimbabwe",-17.4124528,30.3055418,"Kazembe, Square",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/kazembe_001.html,,,
lungu_001,,Interview with Stephen Lungu: Growing up in Harare as the son of a Malawian man ,"Groves, Zoë",2006-11-04,,An interview with Stephen Lungu (author of the book Out of the Black Shadows) in which he discusses growing up in Harare on the streets after he was abandoned by his parents. .,Zimbabwe; Harare; politics; racial discrimination; Shona; ethnicity; religion,"Chatham, United Kingdom",51.3654915,0.4437464,"Lungu, Stephen",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/lungu_001.html,,,
mack_001,,"Application by Mack Banda, miner","Dee, Henry",1927-05-02,,"Mack Banda first emigrated to Johannesburg as a WNLA recruit in 1911, and worked underground for the next 15 years as a miner and supervisory “boss boy”. In 1926, he relocated to the Transvaal town of Ermelo, where his family lived. In mid-1927, he applied to be re-employed on the Johannesburg mines.",miner; boss boy; Johannesburg; Ermelo,"Johannesburg, South Africa",-26.195246,28.034088,South African National Archives,,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/mack_001.html,,,
mamu_001,,Interview with Matumula Mamu: Migrant to South Africa,"Mandala, Elias P.K. ",2022-04-23,,"Matumula Mamu, a Muslim man from Mponda (10 km from Mangochi) first went to South Africa with WNLA in 1971, at the age of 21. He was not yet married at the time. In his interview, he discusses the recruitment process, travel via airplane to Botswana followed by train to Johannesburg (and in later year, flights directly to South Africa), and process of arrival and assignment to a mine. He discusses learning Fanagalo (mine workers’ language), entertainment opportunities, the organizations of hostels under the leadership of izibonda, sex between men, workplace strikes, and attendance at a local mosque.",Izibonda; sex; strikes; Islam,"Mangochi, Malawi",-14.46,35.27,"Mamu, Matumula",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/mamu_001.html,,,
mamu_text_001,mamu_001,Matumula Mamu 1973 re-engagement certificate,"Mamu, Matumula",1973-06-02,,"Matumula Mamu's Re-engagement certificate, which specifies the job and wage rate that West Rand Consolidated Mines is offering him if he were to return on another contract within 8 months.",re-employment; West Rand Consolidated Mines; documentation,"Johannesburg, South Africa",-26.195246,28.034088,"Mamu, Matumula",,Text,application/pdf,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,pdf,/objects/mamu_text_001.pdf,/objects/mamu_text_001_sm.jpeg,,/objects/mamu_text_001_th.JPG,,
mamu_image_001,mamu_001,Matumula Mamu 1977-81 employment record book,"Mamu, Matumula",1977-11-25,,"Matumula Mamu's Employment Record Book for a two one-year contracts to work at East Rand Proprietary Mines (ERPM). Malawi's President, Hastings Kumuzu Banda, reopened his country to South African mining recruitment in 1977 after halting it following a devastating plane crash in 1974.",documentation,"Blantyre, Malawi",-15.786111,35.005833,"Mamu, Matumula",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mamu_image_001.jpg,/objects/mamu_image_001_sm.jpg,,/objects/mamu_image_001_th.jpg,,
mangochi_001,,Group interview with ten returned migrants in their 70s,"Mandala, Elias P.K.; Weise, Julie M.",2022-05-22,,"In this group interview, 10 returned mineworkers and one son of a miner recall their time in South Africa. Highlights include discussion of their motivations for migration, the feeling of being in a mine elevator falling at the speed of gravity, the use of Fanagalo as a “secret language” among returned mineworkers, financial pressures from non-migrant relatives, the new clothing they sported upon return, terms (sometimes derogatory) that were used in Chichewa to describe miners, and their collective regret that the program ended in 1974. ",Fanagalo; remittances; motivations,"Mangochi, Malawi",-14.46,35.27,"Bazilio, Kaliza; Makhuva, Fred; Mlokote, Edward; Afiki, Hussein; Sani, Chitani; Kumbemba, Pearson; Mamu, Matumula; MItawa, Alabi; Ngumbalo, Harry; Tambuli, Samson; Masudi, Mmadi",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/mangochi_001.html,,,
mangochi_ex-miners_photo_001,mangochi_001,Mangochi Ex-Miners' Association,"Weise, Julie M.",2022-05-22,,Photo of Mangochi Ex-Miners' Association members on the day of their group interview,miners,"Mangochi, Malawi",-14.46,35.27,"Bazilio, Kaliza; Makhuva, Fred; Mlokote, Edward; Afiki, Hussein; Sani, Chitani; Kumbemba, Pearson; Mamu, Matumula; MItawa, Alabi; Ngumbalo, Harry; Tambuli, Samson; Masudi, Mmadi",,Image,image/jpg,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,image,/objects/mangochi_ex-miners_photo_001.jpg,/objects/mangochi_ex-miners_photo_001_sm.jpg,,/objects/mangochi_ex-miners_photo_001_th.jpg,,
masudi_001,,"Interview with Mmadi Kalonga Masudi, son of a migrant and ex-migrants' rights activist","Mandala, Elias P.K. ",2022-04-23,,"Mmadi Kalonga Masudi is the son of a migrant worker. At the time of the interview, he was the Vice Board Chair of Ex-Miners Association of Malawi as well as the Mangochi District Secretary. Masudi’s father traveled to work in South Africa in 1973-74 and died shortly thereafter due to tuberculosis which had contracted in the mines. Interviewee discusses the ways that his father’s financial support from South Africa proved pivotal for the family, for example by funding the children’s education. Now a grown man himself, Masudi focuses significant energy on trying to claim re-enlistment bonuses that were denied to his father’s generation of miners after the recruitment halt of 1974.",bonuses; tuberculosis; Ex-Miners’ Association,"Mangochi, Malawi",-14.46,35.27,"Masudi, Mmadi",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/masudi_001.html,,,
ngumbalo_001,,Interview with Harry Ngumbalo: Migrant to South Africa,"Mandala, Elias P.K. ",2022-04-24,,"Harry Ngumbalo was recruited to South Africa on his first WNLA contract in 1972, at the age of 21. He was not yet married at the time. In this interview, he discusses his parents’ immediate acceptance of his decision to join the migration, the recruitment process, “mine school” on arrival, different roles in the mines such as “pass boys,” the accidents in which other miners lost fingers and limbs, the ways his family spent his remittances as well as the ways they set him up well for a later marriage, and the experience of returning to Malawi after his contract.",injuries; mine school; parents,"Mangochi, Malawi",-14.46,35.27,"Ngumbalo, Harry",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/ngumbalo_001.html,,,
spouse_001,,Interview with the wives of WNLA workers,"Mandala, Elias P.K. ",2023-07-08,,"Elias P.K. Mandala conducted this group interview with Modesta Lingison Brahim (MB), Delia Baston Mawilo (DM), Aisha Bakali (AB), Teresa Saiwala (TS), all wives of men—some living and some deceased at the time of the interview—who traveled to South Africa with WNLA and/or TEBA between the 1960s and 1980s (with the bulk of trips taking place in the 1970s). The interview was conducted in Mangochi district, where all of these women currently live. However, two of the women were born elsewhere in Malawi and had moved to Mangochi for economic reasons. The women discussed growing up as the daughters of subsistence farmers with additional pressures to procure money via wage labor and/or selling some of their maize and cassava. They fully supported their husbands’ intentions to try to get WNLA contracts, yet shared emotional details about the difficulties the arrangements posed. They discussed the pain of saying goodbye, as well as fears about their husbands getting injured, dying, or marrying other women in South Africa. Most though not all felt lonely in their husbands’ absence, but exchanged letters with their husbands even if they had to rely on friends to write them or read them aloud. They relied on informal support groups with other migrant miners’ wives to cope. At the same time, they appreciated how their husbands’ wages from South Africa improved their families’ housing and education prospects, and allowed them to own desirable consumer goods. Finally, they discussed communally supervised rituals for reuniting with their husbands when they returned home at the end of each contract. Finally, while men interviewed for this project universally lamented the end of the program after the plane crash of 1974, these women expressed more mixed and circumspect views about the decision. ",Zomba; 1960s; Mangochi; 1974 plane crash; Thyolo; 1970s; 1980s; education; poverty; documentation; medical inspection; vetting; death; family; letters; marriage; remittances; infidelity; housing; children; communication; Christianity; consumer goods; bicycles; radios; clothing; social life; injuries; discrimination; sex,"Mangochi, Malawi",-14.46,35.27,"Saiwala, Tereza; Bakali, Aisha; Baston Mawilo, Delia; Lingiston Brahim, Modesta",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/spouse_001.html,,,
zulu_001,,Interview with Mrs. Samiyatu Zulu & Mrs. Margret Alabi Mitawa,"Mandala, Elias P.K. ",2023-10-11,,,poverty; purchases; remittances; TEBA; WNLA; bicycles; clothing; education; poverty; 1960s; 1980s; Mangochi; miner; MCP; Islam; children; family; friends; infidelity; marriage; housing; music,"Mangochi, Malawi",-14.46,35.27,"Alabi Mitawa, Margret; Zulu, Samiyatu",,Record,compound_object,English,In Copyright -- Educational Use Permitted. The reuse of this interview is for educational purposes only.,,compound_object,,,/transcripts/zulu_001.html,,,
